nombre,poblacion
Enix,514
Villalba del Rey,513
Villaverde de Medina,513
Macharaviaya,513
Albares,513
Ribeira de Piquín,513
Fuentenovilla,513
Mazaleón,511
Guisando,510
Ojós,510
Castejón de Monegros,510
Prádena,510
Nulles,509
Garbayuela,509
Trucios-Turtzioz,509
Cuzcurrita de Río Tirón,509
Valle de las Navas,509
Ontiñena,508
Ituren,507
Sant Joanet,507
Bernedo,507
Santiago de Alcántara,507
Peraleda del Zaucejo,507
Murla,507
Villastar,507
Mozárbez,507
Geria,506
Brea de Tajo,506
San Xoán de Río,506
Alatoz,506
Carbajales de Alba,506
Losa del Obispo,505
Masllorenç,505
Alesanco,504
Pira,503
La Puebla de Arganzón,502
Pitillas,502
Rabanales,501
Sena,501
Otsagabia,501
Higueruelas,501
Aldeanueva de Barbarroya,501
Toral de los Guzmanes,501
Santa Colomba de Somoza,501
L'Albiol,500
Almedina,500
Pedrosa de Duero,500
Cervera de los Montes,499
Mengabril,498
Valverde de Alcalá,498
Sant Joan de Mollet,498
El Valle Altu de Peñamellera,498
Garínoain,498
Chiprana,497
Benimantell,497
Nacimiento,496
Cabañas de Ebro,496
Horcajo de las Torres,496
Vara de Rey,496
Val de San Lorenzo,496
Aldearrubia,495
Fariza,495
Carcelén,495
Escalona del Prado,495
Gabiria,495
Villanueva de las Manzanas,494
Pontedeva,494
Rodonyà,494
Anguiano,494
Urdiales del Páramo,494
Crespos,493
l'Alqueria d'Asnar,493
El Masroig,492
San Vitero,492
Quintana Redonda,492
Els Plans de Sió,491
Algar de Palancia,491
Cevico de la Torre,490
Botorrita,490
Fuentenava de Jábaga,489
Herrera de los Navarros,489
Villabáñez,489
Cespedosa de Tormes,488
El Pont d'Armentera,488
Sant Ramon,487
Plasenzuela,487
La Horcajada,486
Sanzoles,486
Cardenete,486
Huécija,486
Errigoiti,486
Zarzuela del Monte,485
Villahermosa del Río,484
Torre de Don Miguel,484
Montoliu de Lleida,483
Valle de Santibáñez,483
Lújar,483
Serrato,482
Benuza,482
Alfambra,482
Villaescusa de Haro,481
Anue,481
Culla,481
Valle de Losa,481
Riudaura,481
Bohonal de Ibor,481
Zirauki,480
Langa,480
Villafrechós,480
Puebla del Prior,480
Gaianes,479
Ikaztegieta,479
Ferreras de Abajo,479
Fresno de la Vega,479
La Parrilla,479
Pozaldez,478
Villa del Campo,478
Badarán,477
Ledrada,477
San Pedro de Latarce,476
Santa María de la Isla,476
Tariego de Cerrato,476
Aldeaquemada,476
Alamillo,476
Santa Ana la Real,475
Hinojosa del Valle,475
Sotillo de la Ribera,475
Fogars de Montclús,475
Cuevas del Valle,475
Garcillán,474
San Pedro del Romeral,474
Larva,474
Cabezarrubias del Puerto,473
Munitibar-Arbatzegi Gerrikaitz,473
Santa Colomba de Curueño,473
Aduna,472
Elo,472
Chandrexa de Queixa,472
Alicún de Ortega,471
Robleda,471
Barberà de la Conca,471
Salobre,470
Villafáfila,469
Caravia,469
Pozuelo,469
Chera,469
Montmajor,469
Villalar de los Comuneros,468
Pomar de Valdivia,467
San Rafael del Río,466
Fuentes de Valdepero,466
Gallegos del Río,466
Valverde de la Vera,465
Manganeses de la Lampreana,465
Castrogonzalo,465
Bernardos,465
Osa de la Vega,465
Terrer,464
Borredà,464
Ajangiz,464
Buenache de Alarcón,463
Maià de Montcal,463
Berantevilla,463
Calzadilla,463
Esponellà,463
Valbuena de Duero,462
Alcubillas,461
Santa Fe de Mondújar,461
Altzo,460
Velilla de Cinca,460
Samboal,460
Beniflá,460
Moriscos,459
Destriana,459
Aguilar del Río Alhama,459
San Juan de la Nava,459
Riaño,458
Viladamat,458
Saelices,458
Alió,458
Fuentes,458
Poyales del Hoyo,458
Cañamares,457
Almuniente,457
Valle de Valdebezana,456
Jaraicejo,456
Santibáñez de Béjar,456
Forcall,456
Guadasséquies,456
Villaluenga del Rosario,455
Murtas,455
Boca de Huérgano,455
Pozuelo de Zarzón,454
Titaguas,454
La Tallada d'Empordà,454
Torrecilla en Cameros,453
Yebra,453
Andavías,452
Arredondo,452
Madridanos,452
La Puebla de Valverde,451
Garrigàs,451
Villanúa,451
Vinaixa,450
Orihuela del Tremedal,450
Ger,449
Alfauir,449
Santa Eulalia de Oscos,449
Cimanes de la Vega,449
Arnedillo,448
Barruecopardo,448
Bielsa,448
Vezdemarbán,448
Palol de Revardit,448
Instinción,448
Canencia,447
Torrijo del Campo,447
La Zaida,447
Mediana de Aragón,447
Castellfollit del Boix,447
Santa María del Tiétar,447
Ferreruela,446
Carrocera,446
Benarrabá,446
Machacón,446
Valderrey,446
Peñarroya de Tastavins,446
Benatae,445
Cañizal,445
Colera,445
Los Rábanos,445
Fuentes Claras,445
Llardecans,444
Villalba de la Sierra,444
Arnes,444
Vilaverd,443
Benigembla,443
La Fresneda,443
Maqueda,443
Somontín,443
Pesquera de Duero,442
Ráfol de Salem,442
Donamaria,442
Kortezubi,442
La Ercina,441
Arroyomolinos de la Vera,441
Lagunilla,441
Villanueva de la Sierra,441
Miranda de Azán,440
Torrecilla de Alcañiz,439
La Granjuela,439
Santervás de la Vega,439
Cebrones del Río,439
San Pedro de Ceque,438
Vegaquemada,438
Benalauría,438
Fontanals de Cerdanya,437
Castell de Castells,437
Almeida de Sayago,437
Garcihernández,437
San Bartolomé de las Abiertas,437
Retamal de Llerena,436
Penelles,436
Campo,436
Villarroya de la Sierra,435
Casas de los Pinos,435
Cardeñosa,435
Micereces de Tera,435
Urrea de Jalón,435
La Pera,435
Villanueva de Huerva,434
Milagros,434
Tórtoles de Esgueva,433
Canicosa de la Sierra,433
Les Avellanes i Santa Linya,433
Ribera d'Ondara,433
Sotresgudo,432
Benissoda,432
Almonacid del Marquesado,432
El Cubo de Don Sancho,432
Cañizares,432
Siete Iglesias de Trabancos,431
Cisneros,431
Navarredonda de Gredos,430
Gomecello,430
Imotz,430
Benimeli,429
Pancorbo,429
Vilvestre,428
Arcenillas,428
Osor,428
Cedillo,428
Galinduste,428
Urrea de Gaén,427
Megeces,427
Sagra,426
Mañeru,426
Cadalso,426
Vinebre,425
Alaraz,425
Mascaraque,425
Anguciana,425
Mendexa,425
Espinoso del Rey,425
Carcedo de Burgos,424
La Iglesuela del Tiétar,424
Zarzuela del Pinar,424
Cabañas del Castillo,424
Porrera,424
Hernán-Pérez,424
Zotes del Páramo,423
Villarta de los Montes,423
Buenaventura,423
Pozuelo del Páramo,423
Ollaran,422
Otos,422
Dehesas de Guadix,422
San Pedro del Arroyo,422
Navasfrías,422
Valle de Sedano,421
Gesalatz,421
San Tiso D'Abres,421
Arroba de los Montes,421
Villalmanzo,420
Tírig,420
Venialbo,420
Soriguera,420
Caleruega,420
San Cebrián de Campos,420
Vilada,419
Candasnos,419
Truchas,419
Villalcampo,419
Herradón de Pinares,419
Hormilla,418
Villarejo de Fuentes,418
Amusco,418
Preixens,418
Salem,418
Tornadizos de Ávila,418
Larouco,417
Bronchales,417
el Camp de Mirra,417
Bolulla,417
Cabreros del Río,417
Jarque de Moncayo,417
Vespella de Gaià,417
Zambrana,416
Amoroto,416
Miedes de Aragón,415
Vilanova de Meià,415
Posada de Valdeón,415
Aldeanueva de San Bartolomé,414
Berzocana,414
Padules,414
Marchal,414
Alt Àneu,414
Tardelcuende,414
La Sentiu de Sió,414
Villares del Saz,414
Los Cerralbos,414
Arratzu,413
Merindad de Valdeporres,412
Espolla,412
Iturmendi,411
Tordehumos,411
Serrejón,410
Conca de Dalt,410
Albuñán,409
Sot de Ferrer,409
Cubillas de Rueda,409
Buendía,408
Pozo-Lorente,408
L'Estany,408
Arantzazu,408
Martín de Yeltes,407
Arlanzón,407
Valdelosa,406
Alfafara,406
Gátova,405
Povedilla,405
Íllar,405
Morga,405
Perafita,405
Monflorite-Lascasas,405
Almadenejos,405
Algerri,404
Ziortza-Bolibar,404
Hinojal,404
Castañares de Rioja,404
Abertura,404
Valcabado,404
Sanlúcar de Guadiana,403
Izaba,403
Cea,403
Montferri,403
Chimillas,402
Gualta,402
Torrebaja,402
La Iglesuela del Cid,402
Mombuey,401
Huélago,401
Almaraz de Duero,401
Casares de las Hurdes,400
Cinctorres,400
Mohedas de la Jara,400
Torrelobatón,400
Torres del Carrizal,400
Villamiel,400
El Cerro,399
Los Marines,399
Villardeciervos,399
Torre-serona,398
Ulldemolins,398
Vilallonga de Ter,398
Villazanzo de Valderaduey,397
El Ballestero,396
Argelaguer,396
Cañaveral de León,396
Palomero,396
Merindad de Sotoscueva,396
Benimarfull,396
El Grado,395
Juncosa,395
Ibdes,395
Robleda-Cervantes,395
Monegrillo,394
Líjar,394
Pareja,393
Montesclaros,393
Genalguacil,393
Almodóvar del Pinar,393
La Vecilla,393
Capçanes,392
Olaibar,392
Parlavà,391
Villarrodrigo,391
Vencillón,390
Manzaneque,390
Villarrín de Campos,390
Brunyola i Sant Martí Sapresa,389
Palacios de Goda,389
San Martín de Unx,389
Santa María del Berrocal,388
Navalvillar de Ibor,388
Barbadillo,388
Preixana,387
Los Tojos,387
Barrado,387
Martín del Río,387
Villanueva de las Cruces,387
Jafre,387
Navas de Riofrío,386
Ansó,386
Urroz-Villa,386
Vilanant,386
Leaburu,386
Atienza,385
Miranda del Castañar,385
Sacramenia,385
Kuartango,385
Árchez,385
Freginals,385
Peñausende,384
Villanueva de Sigena,384
Sellent,384
Beade,384
Gorafe,383
Palacios de la Valduerna,383
Osera de Ebro,383
Paradinas de San Juan,383
Rubite,382
Villarejo-Periesteban,382
Viguera,382
Blancafort,382
Miera,381
Rioseco de Tapia,381
Casaseca de las Chanas,381
Hinojosa de San Vicente,381
Fayón,380
Mendata,380
Merindad de Valdivielso,380
Pobladura de Pelayo García,379
Sierro,379
Sanaüja,379
Ituero y Lama,379
Jimera de Líbar,379
El Frasno,379
La Almarcha,378
Guijo de Santa Bárbara,378
Cáñar,377
Garganta de los Montes,377
La Puebla de Castro,377
San Felices de los Gallegos,377
Vilamacolum,377
Robledo,376
Alfara de Carles,376
Villasbuenas de Gata,376
Cumbres de San Bartolomé,376
Ballesteros de Calatrava,376
Gargantilla,376
Fuentes de Ropel,376
San Martín de Oscos,376
Fresno de la Ribera,375
Quintana y Congosto,375
Villar de Cañas,375
Bolvir,375
Betelu,374
Tricio,374
Mingorría,373
Hinojares,373
Puerto de Béjar,373
El Rourell,372
Ciguñuela,371
Bejís,371
Murias de Paredes,371
Villamor de los Escuderos,371
Alkiza,371
Aldehuela de Jerte,371
Cabrillas,371
Muñana,371
Portaje,370
Castronuevo de Esgueva,370
Ergoiena,370
Gea de Albarracín,370
Malón,369
Pórtugos,368
Santa Llogaia d'Àlguema,368
Santibáñez de Tera,368
Hoyos del Espino,368
Montán,368
Villalba de los Alcores,368
Celadas,367
Magaz de Cepeda,367
Santa Fe del Penedès,367
Lucillo,367
Conquista,366
Galilea,366
Melgar de Tera,366
Sena de Luna,366
Espot,366
Farlete,366
La Garganta,365
Paterna del Río,365
Antigüedad,365
Gordoncillo,365
Terque,365
Luciana,364
Rollán,364
Alfarnatejo,364
Montejo de la Sierra,364
Munébrega,363
Valle de Matamoros,363
Alcubierre,362
Sot de Chera,362
Las Quintanillas,362
Ordis,361
Santibáñez el Alto,361
Galisancho,361
Pueyo,361
L'Albagés,361
Capella,360
El Gordo,360
Robledillo de Trujillo,360
Bakaiku,360
Quintanilla del Agua y Tordueles,360
Gumiel de Mercado,359
Collsuspina,359
Los Pozuelos de Calatrava,359
Aras de los Olmos,359
Morcillo,358
Sarroca de Lleida,358
Manzanal de Arriba,358
La Antigua,358
Villanueva de Azoague,358
Graja de Iniesta,358
Aranzueque,358
San Vicente de la Cabeza,357
Malcocinado,356
Urdax,356
Odieta,355
Totanés,355
Calles,355
Berlanga del Bierzo,354
Muga de Sayago,353
Rábano de Aliste,353
Quintana del Marco,353
Angüés,353
Cardiel de los Montes,352
El Guijo,352
Belinchón,352
Cabrejas del Pinar,352
Montseny,351
Torrejoncillo del Rey,351
Ziordia,350
Santa Ana de Pusa,350
Urrácal,350
Vall de Cardós,350
Buenavista,350
Mota del Marqués,349
Driebes,348
Rosinos de la Requejada,348
Valdelacasa de Tajo,348
Valsequillo,348
Casas de Lázaro,348
Ferreras de Arriba,348
Sojuela,347
Peramola,347
Elantxobe,347
Zarra,346
Olmeda de las Fuentes,346
Llavorsí,346
Pedrosillo de los Aires,346
San Esteban de la Sierra,345
Domingo Pérez,345
Casillas de Coria,345
San Roque de Riomiera,345
Mieres,345
Sant Aniol de Finestres,345
San Morales,345
Vadocondes,345
Villaviudas,345
Lastras de Cuéllar,344
Castrejón de la Peña,344
San Miguel del Pino,344
Cármenes,344
Sestrica,344
Puebla de Almenara,344
Peñaparda,344
Sunyer,343
Villoldo,343
Arabayona de Mógica,343
Oliete,343
Navas de San Antonio,343
Lagunilla del Jubera,343
Cabezamesada,343
El Campillo de la Jara,342
Jorquera,342
Letux,342
Sant Martí Sesgueioles,342
Fuente la Lancha,342
Erla,341
Tudelilla,341
Ojos Negros,341
Pedraza,340
Aberin,340
Cabezabellosa,340
Tordillos,340
Fuenterrebollo,340
Orbaneja Riopico,339
Corduente,339
Hontoba,339
Viloria,339
Navalmoral,338
Villamayor de Campos,338
Valjunquera,338
Cubells,338
Antzin,338
Parrillas,338
Murieta,338
Terrades,338
La Palma d'Ebre,338
Higuera de Llerena,337
Brazuelo,337
San Pedro de la Nave-Almendra,337
Almegíjar,337
Cosuenda,337
Valdecarros,337
Mansilla Mayor,337
Figueruela de Arriba,336
Abadía,336
Molló,336
Tahal,336
La Horra,335
Lupiñén-Ortilla,335
La Colilla,335
Villaornate y Castro,334
Moreruela de los Infanzones,334
Tordómar,334
Regumiel de la Sierra,334
Palaciosrubios,333
Cotes,333
Peñascosa,333
Eilao,333
Lentegí,333
Baños de Valdearados,333
Vistabella del Maestrat,333
Trabadelo,333
Villel,333
Villaconejos de Trabaque,332
Pereña de la Ribera,332
Monroyo,332
El Soleràs,332
Prioro,332
Ivars de Noguera,332
Villota del Páramo,332
Santa Cruz del Valle,332
Alcalá de la Selva,331
Fiscal,331
Cerdà,331
Villaseco de los Reyes,331
Pueyo de Santa Cruz,331
Baix Pallars,331
Millares,331
Guarrate,331
Sukarrieta,331
Hinojales,330
Herreruela,330
Husillos,330
Bilar ,330
Herce,330
Santiago Millas,330
Valle de Valdelucio,330
Viveros,329
Paterna del Madera,329
La Fregeneda,329
Figuerola del Camp,329
Las Berlanas,329
L'Espluga Calba,329
Cubillas de Santa Marta,329
Beas de Guadix,329
Vianos,329
Villaverde y Pasaconsol,328
Villarejo del Valle,328
Cabrero,328
Alcocer,328
Dúdar,327
Dos Aguas,327
Berbegal,327
Salàs de Pallars,327
Alcolea del Pinar,327
Estellencs,327
Villoslada de Cameros,327
Herreruela de Oropesa,327
Muñogalindo,326
Aliaga,326
Santa Cruz de la Sierra,326
Villademor de la Vega,325
Medrano,325
Garai,325
Valdeprado del Río,325
Villaverde de Guadalimar,325
Calzada de los Molinos,324
El Payo,324
Loarre,323
Valcarlos,323
Canal de Berdún,323
La Granja,323
Almendral de la Cañada,323
Vera de Moncayo,322
La Herrera,322
Tavèrnoles,322
Codorniz,322
El Cubo de Tierra del Vino,322
Orís,322
Valdastillas,321
Vega de Tera,321
Navahondilla,321
Copons,321
Morés,321
Tabuenca,321
Salillas de Jalón,321
Poboleda,321
Alàs i Cerc,320
Valdefuentes del Páramo,319
Faramontanos de Tábara,319
Peñarrubia,319
Los Balbases,319
Juià,319
La Codoñera,319
Moros,319
Murueta,319
Tormos,318
San Miguel de Valero,318
Castromonte,318
Abaltzisketa,318
Salinas de Pisuerga,318
Tagamanent,318
Igúzquiza,318
Piña de Esgueva,318
Castillonroy,318
La Pobla de Massaluca,317
Urraul Bajo,317
Navales,317
Ocón,317
Cornago,317
Pampaneira,317
La Pernía,316
Santa Cruz de Paniagua,316
Mahide,316
Santa María de Ordás,315
Otero,315
Sangarcía,315
A Teixeira,315
Samaniego,315
Martiherrero,314
Solana del Pino,314
Ezkaroze,314
Aisa,313
Muñopedro,313
La Hiniesta,313
Enguídanos,313
Rueda de Jalón,312
Vilanova de Sau,312
Fuentelencina,312
Castejón del Puente,312
Encinillas,312
Bayárcal,312
Cabezarados,312
Alquézar,312
Corral-Rubio,311
Lugros,310
Zarza-Capilla,310
Banastás,310
Palau-sator,310
Azuébar,310
Wamba,310
Santiago de la Puebla,309
Gargantilla del Lozoya y Pinilla de Buitrago,309
Cantallops,309
Borrenes,309
Pozorrubio de Santiago,308
Plasencia de Jalón,308
Arén,308
Castielfabib,308
Pujerra,308
Andilla,308
Olivares de Júcar,308
Valdepiélago,307
Los Barrios de Luna,307
San Román de Hornija,307
Pajares de la Lampreana,306
Salas Altas,306
Arauzo de Miel,306
Boada,306
Almatret,305
Salvacañete,305
Moreruela de Tábara,305
Pelahustán,304
Tendilla,304
Puerto de Santa Cruz,304
Remondo,304
Planoles,304
Buenavista de Valdavia,304
Lubián,304
Benegiles,304
Trigueros del Valle,304
Burón,303
Sahún,303
Berrocal,303
Foixà,303
Santa María del Cubillo,303
Rágol,303
Hernialde,303
Hontalbilla,303
Gotor,302
Tarazona de Guareña,302
Cabacés,302
Zubieta,302
Valero,302
Peñaflor de Hornija,302
Albiztur,302
Pedrosa de la Vega,301
Ferreira,301
Mata de Alcántara,301
Zabaltza,301
Sobrado,301
Armuña de Almanzora,300
Cidones,300
Peraleda de San Román,300
Cubillos,300
Villagarcía de Campos,300
Navalosa,300
Cortes de Arenoso,300
Calzadilla de Tera,299
Bellús,299
Cortelazor,299
Santa Marta de Magasca,299
Salvatierra de Santiago,298
Pampliega,298
Alcalá del Obispo,298
Chercos,298
Talaveruela de la Vera,298
Torla-Ordesa,298
Mariana,298
La Aldea del Obispo,298
Bubión,298
Alfés,297
Luesia,297
Valdorros,297
Longida,297
Laspuña,297
Santa Croya de Tera,297
Oliva de Plasencia,296
Olivares de Duero,296
Escarabajosa de Cabezas,296
Flores de Ávila,295
Basconcillos del Tozo,295
Liédena,295
Villamandos,295
Anchuras,295
Pesaguero,295
la Granja de la Costera,295
Atalaya,294
Mañueta,294
Lizoainibar-Arriasgoiti,294
Gómara,294
Robledollano,294
Villalengua,293
Vegas de Matute,293
Cepeda,293
Santa María de la Vega,293
Navas de Estena,293
Balboa,292
Bobadilla del Campo,292
Eneritz,292
Fuensanta,291
Merindad de Cuesta-Urria,291
Mendaza,291
Bañobárez,291
Villanueva de San Carlos,291
El Molar,291
Moraleja de Sayago,291
Azután,290
San Miguel de la Ribera,290
Pozoamargo,290
Alberuela de Tubo,290
Albentosa,289
La Guingueta d'Àneu,289
Pobladura del Valle,289
Ayoó de Vidriales,289
Bolaños de Campos,289
Senés,289
Hita,288
Peleas de Abajo,288
Madremanya,288
Huerta,288
Masarac,288
Chóvar,288
Almenara de Tormes,287
Mandayona,287
Isar,287
Bellaguarda,287
Beire,287
San Mamés de Burgos,287
Tiedra,287
Villahoz,287
El Madroño,287
Abejar,286
Pinós,286
Ollauri,286
Nuévalos,285
Villafranca del Campo,285
Báguena,285
Masueco,285
Bustillo de la Vega,285
Checa,285
Yesa,285
Navafría,285
Sotés,284
Navès,284
El Pego,284
Martín Muñoz de las Posadas,284
Las Veguillas,283
Areso,283
Metauten,283
Matamala de Almazán,283
Casas de Don Gómez,283
Alcollarín,282
Pozuelo de Aragón,282
Cistella,282
Fuentespalda,282
Quintana del Puente,282
Quicena,282
Jaraba,282
Bárboles,282
Aguilar de Segarra,282
Eulate,282
Hoyocasero,281
San Pedro de Rozados,281
Isòvol,281
Valdeltormo,281
Fuentespreadas,280
Lantadilla,280
Fresno de Cantespino,280
La Masó,280
Saucelle,280
Valverdón,280
Tébar,279
La Lapa,279
Aldea Real,279
Joarilla de las Matas,279
Busquístar,279
Talavera,279
Cabeza del Caballo,279
Peranzanes,279
Tresjuncos,278
Saldes,278
Algadefe,278
Puiggròs,278
Els Guiamets,278
Arándiga,278
Puerto Moral,278
Regueras de Arriba,277
El Hornillo,277
Regencós,276
Morata de Jiloca,276
Torrecilla de la Abadesa,276
Maleján,276
Lluçà,276
Peleagonzalo,276
Santurde de Rioja,275
Peguerinos,275
Casbas de Huesca,275
Sebúlcor,274
Valle de Villaverde,274
Eskuernaga,274
Poza de la Sal,274
Ullastret,274
Zarratón,274
Anievas,274
Herguijuela,274
Alcañizo,274
Santo Domingo de Silos,273
Villanueva de Gumiel,273
Santo Adriano,273
Sotragero,273
Rupià,273
Padiernos,273
Aldehuela de la Bóveda,273
Plan,273
Valverde de Burguillos,273
Fanzara,273
Bellmunt del Priorat,273
Villarreal de Huerva,273
Boadella i les Escaules,272
Malla,272
Villanueva de Oscos,272
Nueva Villa de las Torres,272
El Royo,272
Alins,272
Castroverde de Campos,272
Granja de Moreruela,271
San Pedro de Gaíllos,271
Guimerà,271
Villaflores,271
Rupit i Pruit,271
Lles de Cerdanya,270
Oencia,270
Fuenterroble de Salvatierra,270
Redueña,270
Zerain,270
Iekora,270
San Martín de la Virgen de Moncayo,270
Sierra de Luna,270
Villanázar,270
Valdenuño Fernández,269
Clavijo,269
Penàguila,269
Lamasón,269
Mogarraz,268
Fuentelespino de Haro,268
Torrebesses,267
Villafranca de Duero,267
Las Omañas,267
Vegacervera,267
Cabanelles,267
Marganell,266
Mazuecos,266
Zarza de Tajo,266
Baterno,266
Cervatos de la Cueza,265
Sant Llorenç de la Muga,265
Naval,265
Almiserà,265
Esguevillas de Esgueva,265
Cantagallo,265
Moyuela,265
Belver de los Montes,265
Gallegos de Argañán,264
Villasur de Herreros,264
Villar de Ciervo,264
Soportújar,264
Nieva,263
Martiago,263
Romangordo,263
Riner,263
Polícar,263
Vall de Almonacid,263
Montemayor del Río,263
Alpandeire,263
Peñacerrada-Urizaharra,262
Benizalón,262
Villavieja del Lozoya,262
Algimia de Almonacid,262
Artzi,262
Linares de la Sierra,262
Fresnedoso de Ibor,262
Gavet de la Conca,261
Cipérez,261
Robledo del Mazo,261
Confrides,261
Faraján,261
Quintanaortuño,261
Bailo,261
Alpens,261
La Mata de los Olmos,261
Agrón,260
Villalazán,260
Santo Tomé del Puerto,260
Carriches,260
Santa María de Huerta,260
Cabañas de Yepes,260
Rionegro del Puente,260
Cervera de la Cañada,260
Asturianos,260
Higuera de las Dueñas,260
Pontós,260
Ereño,260
Lupiana,259
Palacios del Pan,259
Villamesías,259
Foz-Calanda,258
Odèn,258
El Brull,258
La Nava,258
Robledillo de la Vera,258
Abiego,258
El Bodón,258
Brañosera,258
Moral de Sayago,257
Albalate de las Nogueras,257
Aldeaseca de la Frontera,257
San Esteban de Nogales,257
Torrubia del Campo,257
Cerecinos de Campos,257
Cabezas del Villar,257
Mesones de Isuela,257
Corera,256
Santa Ana,256
El Campo de Peñaranda,256
Navarrevisca,256
Larraul,256
Terrateig,256
Used,256
Villasrubias,256
Bargota,255
Santa Colomba de las Monjas,255
Millanes,255
Heras de Ayuso,255
Ábalos,255
Santiurde de Reinosa,255
Mutiloa,255
Es Bòrdes,255
La Coma i la Pedra,255
Crespià,254
Santa Cristina de Valmadrigal,254
Castiliscar,254
Bardallur,254
Aguilar de Campos,254
Torregamones,253
Mata de Cuéllar,253
Lanestosa,253
Fontanarejo,253
Ambel,253
Sorihuela,253
Santiz,253
Torreiglesias,252
Morasverdes,252
Parada de Arriba,252
Bierge,252
Izurtza,252
Fuentelcésped,252
Sant Martí Vell,251
Chueca,251
Florida de Liébana,251
Torres de Barbués,251
Serradilla del Arroyo,251
Jaulín,251
Quemada,250
Aldeanueva de Figueroa,250
Langayo,250
Aljucén,250
La Vid y Barrios,250
Espino de la Orbada,250
Vadillo de la Guareña,250
Tragacete,250
Bacares,250
Casasola de Arión,250
Revellinos,249
Vallcebre,249
Candín,249
Codos,248
San Martín y Mudrián,248
Ibargoiti,248
Pedrosa de Río Úrbel,248
Sarracín,248
Melgar de Yuso,248
Villabrázaro,248
Bovera,248
Pajares de los Oteros,248
Turrillas,248
Torrecilla de la Orden,248
Grañón,247
San Juan de Gredos,247
Barcial del Barco,247
Las Peñas de Riglos,247
Cañaveras,247
Las Rozas de Valdearroyo,247
Teresa,247
Frías,247
Parada de Rubiales,247
Borobia,246
Nabarniz,246
Torrellas,246
Aldea del Obispo,246
Villaescusa,246
Riumors,246
Gordaliza del Pino,245
Hontanaya,245
Alcalá de Ebro,245
Les Valls d'Aguilar,245
El Maíllo,245
Albaladejo del Cuende,245
Aspariegos,245
Puente la Reina de Jaca,245
Guadalaviar,244
Almedíjar,244
Beleña,244
Duesaigües,244
Herguijuela de la Sierra,244
Orellana de la Sierra,244
Fígols i Alinyà,244
Vallbona de les Monges,243
La Granada de Río-Tinto,243
Serranillos,243
Santa Cilia,243
Elduain,243
Cañada Juncosa,243
Marjaliza,243
Belauntza,243
L'Espunyola,242
Molacillos,242
Vecinos,242
Cartajima,242
Berge,241
Gorga,241
Biure,241
Escurial de la Sierra,241
Villamoronta,241
Moralina,241
El Toro,241
Bentarique,240
Herrera de Alcántara,240
Millena,240
Ogassa,240
Alcalá de Gurrea,239
Rubió,239
Almendros,239
Parauta,239
Alcanó,238
Cavia,238
Canalejas de Peñafiel,238
Lezaun,238
Alacón,238
Lladorre,237
Caseres,237
Gratallops,237
Arenzana de Abajo,237
San Cebrián de Castro,237
Santiago del Campo,237
La Portellada,236
Perales del Alfambra,236
Sant Ferriol,236
Beteta,236
Leiva,236
Villalobos,235
Santovenia,235
Encinas de Arriba,235
Cástaras,235
Muruzábal,235
Las Majadas,234
Hoyales de Roa,234
Maranchón,234
Armuña,234
Valseca,234
Das,234
Becilla de Valderaduey,234
Mezalocha,233
Villavicencio de los Caballeros,233
Benadalid,233
Olba,233
Aguilón,233
Fuentesaúco de Fuentidueña,233
Las Ventas de San Julián,233
Villar de Plasencia,233
Cañada del Hoyo,232
Sotalbo,232
Almenar de Soria,232
Sequeros,232
El Piñero,232
Bohoyo,232
Turón,232
Torás,232
Lucena de Jalón,232
Vinaceite,231
La Recueja,231
Isábena,231
Valdelarco,231
Navatalgordo,231
Pedraza de Alba,231
El Acebrón,231
San Pedro Bercianos,231
Encinas de Esgueva,231
Yecla de Yeltes,230
Palacios de Sanabria,230
Almonacid de la Cuba,230
Velefique,230
La Torre,230
La Unión de Campos,230
Bañares,230
Tobed,230
Argujillo,230
Campo de San Pedro,230
Sant Julià de Cerdanyola,229
Sant Miquel de Campmajor,229
Armuña de Tajuña,229
Gobernador,229
Puigverd d'Agramunt,229
San Millán de la Cogolla,229
Fuentes de Jiloca,229
Rabé de las Calzadas,229
La Baronia de Rialb,229
Castaño del Robledo,228
Rodezno,228
Grajera,228
Rubí de Bracamonte,228
Aldeaseca,228
Cañizo,228
Villaseco del Pan,228
Orendain,227
Maldà,227
Villagonzalo de Tormes,227
Sanchotello,227
Burguete,227
Martín Muñoz de la Dehesa,227
Papatrigo,227
Grajal de Campos,227
Morille,226
Prullans,226
Monleras,226
Navalacruz,226
Alcocer de Planes,226
Caldearenas,226
Bóveda del Río Almar,225
Sorzano,225
Linares de Mora,225
Espeja,225
San Martín del Castañar,225
Castronuevo,225
Atetz,225
Tella-Sin,225
Santa María del Monte de Cea,225
Ultramort,225
Leotz,224
Oseja de Sajambre,224
el Castell de Guadalest,224
Armiñón,223
Matadeón de los Oteros,223
Biurrun-Olcoz,223
Serra de Daró,222
Castromocho,222
Añón de Moncayo,222
Molinos,222
Prats i Sansor,222
Pedralba de la Pradería,222
Berzosa del Lozoya,222
Puente del Congosto,221
Navalpino,221
Espinelves,221
Barillas,221
Hoz y Costean,221
Sangarrén,221
Ortigosa de Cameros,221
Polaciones,221
La Yesa,221
Hermisende,221
Horcajo Medianero,221
Castiello de Jaca,221
Aspa,220
Carrascalejo,220
Villavaliente,220
Bulbuente,220
Elgorriaga,220
Mura,220
